tweet,sarcastic
Every wondered what's the Turkey's take on #Thanksgiving? http://t.co/8fTsTAoTa1 http://t.co/UrNbvuxYYN,0
I am extremely excited to know what Reza Aslan and CJ Werleman think about what happened in Pakistan #PeshawarAttack,1
I'm getting excited about Mexico now.,1
@TomBull114 are you looking at the wrong profile picture?,0
home alone aka turn on all the lights #scaredycat,0
@KimKardashian actually cropped out her daughter in this pic for a selfie :see-no-evil_monkey: #topmum  http://t.co/lfxHIlkZEV,1
@TheKaranPatel u might b d bigest fan of srk but i find u better actor than him sayng it just fr sayng but realy mean it#expression king,0
Friday morning lecture on blood :smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes:,1
.@doctoratlarge yeah. Tones are the most obvious things in tweets.,1
http://t.co/qVxNOdpa3Z #TeenAnalCasting #Highway Highway 69 &#8211; Disturbed (Dedicated to a girl raped on 16/12/12),0
@nypost I should sue my parents,1
Great start to the morning  #flattire,1
Final projects ugh |Keeping me from being productive.| #butnotreally,1
"""@myrcurial: @amz__123 Aaaaaamd what time is your bedtime? >better  tweet Dad at night from my house. I don't want to get in trouble!",0
Can't wait till my birthday,1
"Clovis Cartoon, Tuesday, December 09, 2014 http://t.co/iJMbPmOwVL #jamaicaobserverandroidapp via @JamaicaObserver. a real McCoy",0
Just now layin down to go to bed.|College is great guys. It doesn't stress you out or keep you up at night at all. Or make you cry.,1
Pretty sure I just sat behind @sorensensci in the McDonald's drive through and peeked to see movie what was playing :face_with_tears_of_joy:,0
"@SenRandPaul #ChrisChristy will  do well among republican voters.#JebBush, I think he could do well, democrats don't like him.",0
nights like tonight are the only reason I'm able to carry on to the weekend #SUCHAGOODWEEK,1
wow I love how frizzy my hair gets,1
@dbrauer #GoodMorning! @FromTheBarn @Jontevlin @plattMSP @mplsgilyard,0
Hate them roulettes me there heavy,0
@NESRetku Joke of the year congrats! #Kuivaa  :/,1
"@gilester haven't you used the ""don't you know who I am"" line yet....",1
girls put so much effort in dressing nice for school..I'm over here in my oversized sweats and vans #maybetomorrow,1
@TravisRodgers Christmas as an adult with broken family. Just awesome. Nothing like your stepsister with 9 kids..,1
It was so incredible to hear Justice Ginsburg speak today. She truly is an inspiration.,0
"We need a #Democracy  #CoPocracy!!! #Police, #MorningJoe! #BlackLivesMatter #DemocracyMatters #Ferguson #EricGarner",0
": When some police officers pursue ""daring"" villains the way abusers pursue frightened prey. #Police_officer=#Abuser #Villain=#Prey",1
Cool.,1
#Putin #says #Russia #won't #be #intimidated #over #Crimea. http://t.co/UtmhPWgAtO via @reuters,0
Just received an email that I am the heir to the Nigerian Petroleum Corporation. I should immediately send them all my bank info.,1
"Race 5 at Sandown dogs tonight sponsored by ""Dandenong Budgie Club"" |Hope that's a joke.|Love a seat at that table  #nerds #getalife",1
i just loove when my guy friends give me thorough descriptions of their bowel movements...  #WHY #STOPTHIS,1
so I have pink eye. I'm sooo excited about it :/,1
"@BanjoPla @bassem_masri .@SLMPD has warned @NewYorkFBI about Bassem.Heck, they might already know him! #Ferguson #NYC",0
Pulis turned down #NUFC cos he wants to spend a load of money on 30 year old journeymen. Parish wouldn't let him & neither would MA. #cpfc,0
Mary is not having that shit whatsoever. #done #shesdone :information_desk_person: http://t.co/WHFq8xtlGR,0
@SunderlandAFC @LFC great days there under Wilko.,1
Friday hilarity: the CSO of #Sony just picked up a @TechTarget award for #security http://t.co/9mD7jwZ9fm  #SonyHack,1
@CBCHereandNow Whoa! I hope Dione Taylor got a standing ovation for that performance. Incredible voice.,0
They seemed to have found an alternative use for the bible #Hotel #NewYears  #Religious http://t.co/hOj8Sc5tw4,0
Dog for dinner anyone? #Cultivo #Letchworth not bringing my kid here again,0
@lorickson n the  is the promotions r by human n not by the religions. For strictly speaking all religions believe it is the right 1.,1
Drudgery personified #commuterprobs #northernline #tfl http://t.co/saDbKdqISx,0
"Damn I lost a lot of followers, probs cuz I don't tweet much related to @ranceypants anymore",0
@di_mac1 Sorry butt,0
Now gonna enjoy this day with my babies!!:victory_hand:️,0
I refuse to be weak... #workout #motivation #fitfam http://t.co/rk4iq1eOU7,0
@iHrithik |do 4 fans!|http://t.co/TVgJXJy9DH|SmartPhone APP PAYS you & YOUR FANS!!|See-http://t.co/AlppO5hIe5 |Go 2: https://t.co/3D4325qzyr,0
@karentraviss a ghostwriter? Shocked...,1
http://t.co/nzK3dNmOAD Having sooo much fun in math :face_with_tears_of_joy: #math #class #drawing #music #eye #snowflake #flo... http://t.co/gEKOKAACXI,1
Confucius Motivational Quotes FREE ANDROID APP http://t.co/qJlC67VgbW,0
@y_al_yahya Doubt I was the first to block you. But you pretend good.  @Brainman365 @Waypoint5 @alcoolafiction @AtheistQ @Atheist_Eh,1
group message with bbc to start off my morning thanks Hannah :-),1
@wizkhalifa: Tried to spell beeyotch and iPhone made me spell Beyoncé. That's fire.,0
@jayduhhh_ find me one of those costumes for him and we will :face_savouring_delicious_food::face_with_tears_of_joy:,0
@AliceOfLaLaLand I was using,0
Westbrook 16 points on 42 shots ok ok I see you working,1
Hello indoor lung nice to see have to you back.  :runner::expressionless_face:,1
So you think anime is for kids... Tell me again how many times you have seen Frozen #anime #is  #for #kids #Frozen,1
#notcies #eu Moscovici quizzed on extra time for three EU countries to hit eurozone targets http://t.co/abMSD156Cl,0
So fucking excited to be the 5th wheel for another New Year's Eve!!!! Can't blame anybody but myself for being super picky re: men,1
Going to the game tonight by myself sounds so fun,1
"@stuhirst well, people did ask where would have been without McCormack, and here we are",0
What is most important today is not family or health but rather NBA action.,1
@twitterlessTROD has the best pickup lines,1
@TMobileHelp Why does a iPhone purchased at full-price still need a mobile device unlock code to work internationally?  #uncarrier,0
hope  better#hope#tokyo by nic_kill http://t.co/siH8czvVGw http://t.co/6RDIxdNATI,0
Can I get an AMEN??! http://t.co/HQJ0hQLRrj,0
"Final at 7am, I'm ready",1
Wow writing 3 reviews on 3 concerts I didn't attend is exactly what I want to be doing right now instead of sleeping,1
Ready for the tax final,1
@TheSunShowbiz @ScottishSun Love her. please publicise her more.,1
But of course #lucky13 #myloves #sundayfunday #lastsunday2014 http://t.co/XHjP5U11dK,0
"@Johnny_Volk @ESPNNFL Hmmm, Next year we'll be saying, teams that moved from SD to LA.",1
Lmao I may be drunk... But my level of maturity is at it's all time high lmfaoo. :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
null (68! ) - How much do you know about periods? http://t.co/EVkS6rFVQh via @play_buzz,0
@kwelch31 Really?,1
""" ""@emptynetters: Penguins cancel morning skate, which was an optional, due to icy road conditions.""",1
@JustMyron Lol I hope that's a good kinda crazy,0
"Christmas Day,Boxing Day and New years day off just isn't enough! So much to do for me & others this month  #enough #hours #in #the #day",0
Was swarmed by about 40 teenage girls as I walked in the mall...help. At least they were leaving right?!,0
And I used to hate coming to uni to do work lol,0
@mel78carey I hopefully won't be here anyway fingers crossed x,0
@SR_Duncan Someone described it to me as 'passing like a laxette through a budgie' but I can't remember who.,0
"@Matthies2 Tx, i saw that. must be a great shot to defend oneself from a fierce attacking giraffe.  #HungerGames",1
@being_Akash_ nice to know that you give me so much importance. :)  :] @being_tiger_ n,1
Drinking an 925 IPA by @bdbrewingco @ Ground Control -- http://t.co/hEkaYsbQRI #photo,0
@knoxnews thats not weird at all,1
I work in front of laptop for 8 hours a day and suffer terrible dry eye. #bloodshot  #eyerony,0
Bummer ending... But what a fun game and season. #Gophers,0
Dallas (-7) over Washington; New Orleans (-7) over Tampa Bay; Green Bay over Detroit (+9); Carolina (+2.5) over Atlanta.,0
@steviefriz83 @ddot42 @D_Murph72 @MurrayMurray8 @SeanBhoyCfc @LFCNev @nicsameva fuck it mite just warch eastenders,0
I didn't know the story of Noah had transformers in it. Man the modern biblical tale killsssss it.  #whatarethelivingrockpeoplefor,1
@RyanSeacrest you could probably just call or text her that information. #allcelebritiesarefriends,1
aw i love it when my boss schedules me to work the day that a storm comes to the bay area!!!!!!!!!!!!!!!!!!! :'),1
@Codename_Nycea And here I though that a one programmer operation had the same money and power as EA. #TheMoreYouKnow,1
@nfullers98 that's my Saturday night entertainment....,0
@Pallekenl 1/5th. Just like in the real world!,1
On the other hand condolences to @mrsmkhitaryan and @AramushaHime for the draw....,0
@DeformedCircus I try to imagine. it's confusing.,0
"@Expherience  haha or are a chainsaw murder, or a corrupt fortune 500 ceo, or a rapist, w.e makes you happy.  #hebetripping",1
There's nothing like almost rear-ending someone because they slam on brakes for no reason to get you alert and ready for an exam!!,1
Going to my class #fuckyou important,0
7:52am (too damn early) in South Carolina.. What a shitty state to  be proud of,0
Believe In Boegarts. RT @zvsanders: The Red Sox must really believe in Xander Boegarts as a SS if they're going with a GB theme.,0
"#13CABS apparently this guy only does city-airport. If not, swears & drives off. Even from a taxi rank #goodguy  http://t.co/xZ0bXMZIhD",1
@EZonelectronics @Vh1Supersonic |Yo boy! You guys are know to keep the party mood going. |#EzoneGoaDiaries. http://t.co/ovsi1cyLFr,0
supaaa sweet when you have finals in the AM and ya can't sleep.,1
@eiafc wow :smiling_face_with_open_mouth_and_cold_sweat::smiling_face_with_open_mouth_and_cold_sweat::smiling_face_with_open_mouth_and_cold_sweat: are you mad babe:face_screaming_in_fear::face_screaming_in_fear:,0
@infowolf1 Did I really need to put a  hashtag? Oh dear!,0
Can't fck with you hoe an I'm sorry :open_hands_sign: :face_with_tears_of_joy:,1
@Wildsau gotta love how honest kids are. #saywhattheythink,0
@the_mullinator @JumaaneWilliams I'm sure it's largely ignored in practice. In NY you can't do any govt work if you have convicts,1
@sunlorrie @ctv ??? #Liberal used in same sentence?? Unheard of!! Turn in your keyboard sir!,1
Watch amazing race contestant talk juicy! https://t.co/mvDL7iOi8S,0
Kebabs ordered..|Snug on sofa watching shit tele with dad :two_hearts::purple_heart:,0
"If I could kidnap my friend's new puppy Navi, I would do it in a heartbeat.",0
let it go #afraid#frozen http://t.co/QUcRVym5J7,0
@HistoricalPics but it has to be fake!! Where are all the stars??,1
love studying for anatomy :beating_heart:,1
@TonyBrown03 @ParkzTheDon @bigedh456 if not your :fisted_hand_sign::fisted_hand_sign: box them up yeah :face_with_tears_of_joy::face_with_tears_of_joy:,0
> Knowledge itself doesn't mean a person is qualified to represent a religion if * his/her humanity (& sanity) is absent.,0
And the day started civilised #appointments#road trip #bestdayever #neverlaughed as much... Tks to... http://t.co/KPKeKmSJaJ,0
"@Bobert8675 this made me think of you ""@TFLN: (330): I need vodka mixed w a bit of holy water right now""",0
http://t.co/RfwyHOMH2S #fOLLOW THE #MONEY #HOMEbiz NOT #mlm *** NOTE YOU CAN GET PAID FOR POSTING ON ... http://t.co/Dkr1MjdsTd,0
A chunk of my hair got stuck in the blow dryer and I had to cut it out... That's always fun..  :expressionless_face:,1
"@JCCFCanada claims the man was peaceful, when he was violating HR of orientation.  making a free speech argument over an HR issue.",1
Can I ask why we didn't hv GEJ n PDP trending yesterday night  http://t.co/0oVx1ttwON,1
I love waking up and not being able to sleep anymore :),1
Hanging out with my niece all day :face_with_tears_of_joy::face_with_stuck-out_tongue_and_winking_eye: jokes,0
@cnsnews I've heard liberals defending bombing civilians along with terrorists w/o trial but still claim Enh Interrogations and Gitmo evil.,0
"@COD_WATP he offered it but he made it sure the board refused double 16m in October, all in Rangers interest",1
Today has been such a shitty day,0
"@Gemheartbeat @MOOGLExox neither can I, I'm gonna have an ambulance pre-booked gorj:purple_heart::purple_heart::purple_heart:",0
"Fell asleep @ 8:30pm, woke up at 12:00am. Can't get back to #sleep. I had almost forgotten about you #insomnia - welcome back.",1
Thank you behh! Loveyou! :) @circeyaki #bestfriends #behh #beh #sweet #love #distance  #to #far... http://t.co/i4TZSWbKsz,0
Lights went off at my school so now we trying to learn with one emergency light on in the classroom how great!,1
"The  of the new JD gym bein right next to a Sayers ""sausage roll with  salad please"" :flushed_face:",1
"Just bartered for a bottle of rum in best one, and got it down from £18 to £14. Happy Fucking New Year to me!!",0
#034i #100 #Glitter #Inside #Just #Lamp  #Of|Please RT: http://t.co/vqdSrYluKI http://t.co/FAJXkzU0FG,0
@a_RZuri16 yes mother as you wish,1
I'll just assume Rex Grossman is starting.,0
Is it ironic for a @selenagomez song to come on my #ipod after a @justinbieber song?!  #SelenaGomez #JustinBeiber,1
"oh, and lets not forget this @RBRNetwork1 @HotNostrilsrFun @Graves9 @OrionSLU @directRhythm http://t.co/9LQkpAHsNj",0
Walking to school is so awesome,1
love taking the subway alone at 2:40am,1
